	Timestamp	What Marrit Badge?	How would you rate your satisfaction with the Break Camp this week?	How well is the program paced?
0	7/31/2016 8:43:57	Astrnomy	5	3
1	7/31/2016 11:28:09	Intro Rowing	5	3
2	7/31/2016 13:22:31	Astrnomy	3	1
3	8/1/2016 1:39:51	Astrnomy	1	3
4	8/1/2016 9:40:14	Intro Rowing	5	3
5	8/1/2016 9:40:14	Intro Rowing	5	3
6	8/1/2016 10:03:22	Astrnomy	5	3
7	8/1/2016 10:04:06	Astrnomy	4	3
8	8/1/2016 10:06:45	Intro Rowing	4	4
9	8/1/2016 11:22:56	Astrnomy	4	4
