	Timestamp	How would you rate your satisfaction with the Break Camp this week?	How well is the program paced?
0	8/5/2016 1:39:41	3	3
1	8/5/2016 1:40:47	4	3
2	8/5/2016 1:40:50	4	3
3	8/5/2016 1:42:44	4	4
4	8/5/2016 1:45:13	5	4
5	8/5/2016 1:45:39	4	3
6	8/5/2016 1:49:21	4	3
7	8/8/2016 1:30:34	5	3
8	8/8/2016 1:33:45	5	3
9	8/8/2016 1:49:29	5	3
10	8/8/2016 1:51:00	3	3
