	Timestamp	How would you rate your satisfaction with the Break Camp this week?	How well is the program paced?
0	7/15/2016 13:20:35	5	3
1	7/15/2016 13:22:22	5	3
2	7/15/2016 14:35:15	5	3
3	7/15/2016 15:05:10	5	4
4	7/15/2016 15:12:36	3	3
5	7/15/2016 16:59:37	4	3
6	7/15/2016 17:10:52	4	3
7	7/15/2016 19:32:26	4	3
