	Timestamp	What Marrit Badge?	How would you rate your satisfaction with the Break Camp this week?	How well is the program paced?
0	8/5/2016 11:22:50	Intro Rowing	3	2
1	8/5/2016 11:23:13	Intro Rowing	5	3
2	8/5/2016 11:24:20	Astrnomy	4	2
3	8/5/2016 11:29:26	Intro Rowing	4	3
4	8/5/2016 11:31:08	Astrnomy	4	3
5	8/5/2016 11:57:53	Astrnomy	5	3
6	8/5/2016 13:23:30	Intro Rowing	4	4
7	8/5/2016 13:58:27	Astrnomy	5	3
8	8/5/2016 14:00:14	Astrnomy	5	3
