	Timestamp	How would you rate your satisfaction with the Break Camp this week?	How well is the program paced?
0	7/29/2016 1:07:23	5	3
1	7/29/2016 1:08:46	5	4
2	7/29/2016 1:11:16	5	3
3	7/29/2016 1:13:23	5	3
4	7/29/2016 1:13:56	4	3
5	7/29/2016 1:17:27	4	3
6	7/29/2016 1:22:25	3	4
7	7/29/2016 1:27:55	3	3
8	7/29/2016 1:28:54	5	2
9	7/29/2016 1:29:23	4	4
10	7/29/2016 1:46:49	5	4
11	7/29/2016 21:20:05	5	3
